,addr,busiNm,powerType,stat,statNm
287,서울특별시 양천구 목동서로 367,(주)씨어스,,2,양천문화회관
288,서울특별시 양천구 목동서로 367,(주)씨어스,,2,양천문화회관
289,서울특별시 양천구 목동서로 367,(주)씨어스,,2,양천문화회관
290,서울특별시 양천구 목동서로 367,(주)씨어스,,2,양천문화회관
291,서울특별시 양천구 목동서로 367,(주)씨어스,,2,양천문화회관
292,서울특별시 양천구 목동서로 367,(주)씨어스,,2,양천문화회관
293,서울특별시 양천구 목동서로 367,(주)씨어스,,2,양천문화회관
294,서울특별시 양천구 목동서로 301-21,(주)씨어스,,2,양천공원
295,서울특별시 양천구 목동서로 301-21,(주)씨어스,,2,양천공원
296,서울특별시 양천구 목동서로 301-21,(주)씨어스,,2,양천공원
297,서울특별시 양천구 목동서로 301-21,(주)씨어스,,2,양천공원
298,서울특별시 양천구 목동서로 301-21,(주)씨어스,,2,양천공원
299,서울특별시 양천구 목동서로 301-21,(주)씨어스,,2,양천공원
300,서울특별시 양천구 목동서로 301-21,(주)씨어스,,2,양천공원
301,서울특별시 양천구 목동서로 301-21,(주)씨어스,,2,양천공원
302,서울특별시 양천구 목동서로 301-21,(주)씨어스,,2,양천공원
303,서울특별시 양천구 목동서로 301-21,(주)씨어스,,2,양천공원
304,서울특별시 양천구 목동서로 301-21,(주)씨어스,,2,양천공원
305,서울특별시 양천구 목동서로 301-21,(주)씨어스,,2,양천공원
306,서울특별시 양천구 목동서로 301-21,(주)씨어스,,2,양천공원
307,서울특별시 양천구 목동서로 301-21,(주)씨어스,,2,양천공원
308,서울특별시 양천구 목동서로 301-21,(주)씨어스,,2,양천공원
309,서울특별시 양천구 목동서로 301-21,(주)씨어스,,2,양천공원
310,서울특별시 양천구 목동서로 301-21,(주)씨어스,,2,양천공원
311,서울특별시 양천구 목동서로 301-21,(주)씨어스,,2,양천공원
312,서울특별시 양천구 목동서로 301-21,(주)씨어스,,2,양천공원
313,서울특별시 양천구 목동서로 301-21,(주)씨어스,,2,양천공원
314,서울특별시 양천구 목동동로 235,(주)씨어스,,9,목운중학교
315,서울특별시 양천구 목동동로 235,(주)씨어스,,9,목운중학교
316,서울특별시 양천구 목동동로 235,(주)씨어스,,9,목운중학교
317,서울특별시 양천구 목동동로 235,(주)씨어스,,9,목운중학교
318,서울특별시 양천구 목동동로 235,(주)씨어스,,9,목운중학교
319,서울특별시 양천구 목동동로 235,(주)씨어스,,9,목운중학교
320,서울특별시 양천구 목동동로 235,(주)씨어스,,9,목운중학교
321,서울특별시 양천구 목동동로 235,(주)씨어스,,9,목운중학교
322,서울특별시 양천구 목동동로 235,(주)씨어스,,9,목운중학교
323,서울특별시 양천구 목동동로 235,(주)씨어스,,9,목운중학교
324,서울특별시 양천구 목동동로 235,(주)씨어스,,9,목운중학교
325,서울특별시 양천구 목동동로 235,(주)씨어스,,9,목운중학교
326,서울특별시 양천구 목동동로 235,(주)씨어스,,9,목운중학교
327,서울특별시 양천구 목동동로 235,(주)씨어스,,9,목운중학교
328,서울특별시 양천구 목동동로 235,(주)씨어스,,9,목운중학교
329,서울특별시 양천구 목동동로 235,(주)씨어스,,9,목운중학교
330,서울특별시 양천구 목동동로 235,(주)씨어스,,9,목운중학교
331,서울특별시 양천구 목동동로 235,(주)씨어스,,9,목운중학교
332,서울특별시 양천구 목동동로 235,(주)씨어스,,9,목운중학교
333,서울특별시 양천구 목동동로 235,(주)씨어스,,9,목운중학교
334,서울특별시 양천구 목동동로 235,(주)씨어스,,9,목운중학교
335,서울특별시 양천구 목동동로 235,(주)씨어스,,9,목운중학교
336,서울특별시 양천구 목동동로 235,(주)씨어스,,9,목운중학교
337,서울특별시 양천구 목동동로 235,(주)씨어스,,9,목운중학교
338,서울특별시 양천구 목동동로 235,(주)씨어스,,9,목운중학교
339,서울특별시 양천구 목동동로 235,(주)씨어스,,9,목운중학교
340,서울특별시 양천구 목동동로 235,(주)씨어스,,9,목운중학교
341,서울특별시 양천구 목동동로 235,(주)씨어스,,9,목운중학교
342,서울특별시 양천구 목동로25길 26,(주)씨어스,,2,목동로데오
343,서울특별시 양천구 목동로25길 26,(주)씨어스,,2,목동로데오
344,서울특별시 양천구 목동로25길 26,(주)씨어스,,2,목동로데오
345,서울특별시 양천구 목동로25길 26,(주)씨어스,,2,목동로데오
346,서울특별시 양천구 목동로25길 26,(주)씨어스,,2,목동로데오
347,서울특별시 양천구 목동로25길 26,(주)씨어스,,2,목동로데오
348,서울특별시 양천구 목동로25길 26,(주)씨어스,,2,목동로데오
349,서울특별시 양천구 목동로25길 26,(주)씨어스,,2,목동로데오
350,서울특별시 양천구 목동동로 363,(주)씨어스,,2,양천파리공원
351,서울특별시 양천구 목동동로 363,(주)씨어스,,2,양천파리공원
352,서울특별시 양천구 목동동로 363,(주)씨어스,,2,양천파리공원
353,서울특별시 양천구 목동동로 363,(주)씨어스,,2,양천파리공원
354,서울특별시 양천구 목동동로 363,(주)씨어스,,2,양천파리공원
355,서울특별시 양천구 목동동로 363,(주)씨어스,,2,양천파리공원
356,서울특별시 양천구 목동동로 363,(주)씨어스,,2,양천파리공원
357,서울특별시 양천구 목동동로 363,(주)씨어스,,2,양천파리공원
358,서울특별시 양천구 목동동로 363,(주)씨어스,,9,양천파리공원
359,서울특별시 양천구 목동동로 363,(주)씨어스,,2,양천파리공원
360,서울특별시 양천구 목동동로 363,(주)씨어스,,2,양천파리공원
361,서울특별시 양천구 목동동로 363,(주)씨어스,,2,양천파리공원
362,서울특별시 양천구 목동동로 363,(주)씨어스,,2,양천파리공원
363,서울특별시 양천구 목동동로 363,(주)씨어스,,2,양천파리공원
364,서울특별시 양천구 목동동로 363,(주)씨어스,,2,양천파리공원
365,서울특별시 양천구 목동동로 363,(주)씨어스,,2,양천파리공원
366,서울특별시 양천구 목동동로 363,(주)씨어스,,2,양천파리공원
367,서울특별시 양천구 목동동로 363,(주)씨어스,,2,양천파리공원
368,서울특별시 양천구 목동동로 363,(주)씨어스,,2,양천파리공원
369,서울특별시 양천구 목동동로 363,(주)씨어스,,2,양천파리공원
370,서울특별시 양천구 목동동로 363,(주)씨어스,,2,양천파리공원
371,서울특별시 양천구 목동동로 363,(주)씨어스,,2,양천파리공원
372,서울특별시 양천구 목동동로 363,(주)씨어스,,2,양천파리공원
373,서울특별시 양천구 목동동로 363,(주)씨어스,,2,양천파리공원
374,서울특별시 양천구 목동동로 363,(주)씨어스,,2,양천파리공원
375,서울특별시 양천구 목동동로 363,(주)씨어스,,2,양천파리공원
376,서울특별시 양천구 목동동로 363,(주)씨어스,,2,양천파리공원
377,서울특별시 양천구 목동동로 363,(주)씨어스,,2,양천파리공원
378,서울특별시 양천구 목동동로 363,(주)씨어스,,2,양천파리공원
379,서울특별시 양천구 목동동로 363,(주)씨어스,,2,양천파리공원
380,서울특별시 양천구 목동동로 363,(주)씨어스,,2,양천파리공원
381,서울특별시 양천구 목동동로 363,(주)씨어스,,2,양천파리공원
382,서울특별시 양천구 목동동로 363,(주)씨어스,,2,양천파리공원
383,서울특별시 양천구 목동동로 363,(주)씨어스,,2,양천파리공원
384,서울특별시 양천구 목동동로 363,(주)씨어스,,2,양천파리공원
385,서울특별시 양천구 목동동로 363,(주)씨어스,,2,양천파리공원
386,서울특별시 양천구 목동동로 363,(주)씨어스,,2,양천파리공원
387,서울특별시 양천구 목동동로 363,(주)씨어스,,2,양천파리공원
388,서울특별시 양천구 목동동로 363,(주)씨어스,,2,양천파리공원
389,서울특별시 양천구 목동동로 363,(주)씨어스,,2,양천파리공원
390,서울특별시 양천구 월정로 101,(주)씨어스,,3,샤르망오피스텔
391,서울특별시 양천구 월정로 101,(주)씨어스,,2,샤르망오피스텔
392,서울특별시 양천구 월정로 101,(주)씨어스,,2,샤르망오피스텔
393,서울특별시 양천구 월정로 101,(주)씨어스,,2,샤르망오피스텔
394,서울특별시 양천구 월정로 101,(주)씨어스,,2,샤르망오피스텔
395,서울특별시 양천구 월정로 101,(주)씨어스,,2,샤르망오피스텔
396,서울특별시 양천구 월정로 101,(주)씨어스,,2,샤르망오피스텔
397,서울특별시 양천구 월정로 101,(주)씨어스,,2,샤르망오피스텔
398,서울특별시 양천구 월정로 101,(주)씨어스,,2,샤르망오피스텔
399,서울특별시 양천구 월정로 101,(주)씨어스,,2,샤르망오피스텔
400,서울특별시 양천구 월정로 101,(주)씨어스,,2,샤르망오피스텔
401,서울특별시 양천구 월정로 101,(주)씨어스,,2,샤르망오피스텔
402,서울특별시 양천구 월정로 101,(주)씨어스,,2,샤르망오피스텔
403,서울특별시 양천구 월정로 101,(주)씨어스,,2,샤르망오피스텔
404,서울특별시 양천구 월정로 101,(주)씨어스,,2,샤르망오피스텔
405,서울특별시 양천구 월정로 101,(주)씨어스,,2,샤르망오피스텔
406,서울특별시 양천구 곰달래로11길 56,(주)씨어스,,2,신월 스위트드림
407,서울특별시 양천구 곰달래로11길 56,(주)씨어스,,2,신월 스위트드림
408,서울특별시 양천구 곰달래로11길 56,(주)씨어스,,2,신월 스위트드림
409,서울특별시 양천구 곰달래로11길 56,(주)씨어스,,2,신월 스위트드림
410,서울특별시 양천구 곰달래로11길 56,(주)씨어스,,2,신월 스위트드림
411,서울특별시 양천구 곰달래로11길 56,(주)씨어스,,2,신월 스위트드림
412,서울특별시 양천구 곰달래로11길 56,(주)씨어스,,2,신월 스위트드림
413,서울특별시 양천구 곰달래로11길 56,(주)씨어스,,2,신월 스위트드림
414,서울특별시 양천구 곰달래로11길 56,(주)씨어스,,2,신월 스위트드림
415,서울특별시 양천구 곰달래로11길 56,(주)씨어스,,2,신월 스위트드림
416,서울특별시 양천구 곰달래로11길 56,(주)씨어스,,2,신월 스위트드림
417,서울특별시 양천구 곰달래로11길 56,(주)씨어스,,2,신월 스위트드림
418,서울특별시 용산구 한강대로 30길 25,대영채비,,2,용산아스테리움(1주차장)
419,서울특별시 용산구 한강대로 30길 25,대영채비,,2,용산아스테리움(1주차장)
420,서울특별시 용산구 한강대로 30길 25,대영채비,,2,용산아스테리움(2주차장)
421,서울특별시 송파구 오금로 62 ,대영채비,,2,수협중앙회
422,서울특별시 송파구 올림픽로 269,대영채비,,2,롯데쇼핑㈜
423,서울특별시 송파구 올림픽로 269,대영채비,,1,롯데쇼핑㈜
424,서울특별시 송파구 올림픽로 269,대영채비,,1,롯데쇼핑㈜
425,서울특별시 송파구 올림픽로 269,대영채비,,2,롯데쇼핑㈜
426,서울특별시 서초구 서초동 1688-1,대영채비,,2,크로바타워
427,서울특별시 서초구 서초동 1688-1,대영채비,,2,크로바타워
428,서울특별시 강남구 도곡로 225,대영채비,,2,이스타빌
429,서울특별시 강남구 도곡로 225,대영채비,,2,이스타빌
430,서울특별시 서대문구 서소문로 51,대영채비,,9,서울시 상수도사업본부
431,서울특별시 서대문구 서소문로 51,대영채비,,9,서울시 상수도사업본부
432,서울특별시 동대문구 서울시립대로 163,대영채비,,2,서울시립대학교(100주년 기념관 지하1층)
433,서울특별시 동대문구 서울시립대로 163,대영채비,,2,서울시립대학교(100주년 기념관 지하1층)
434,서울특별시 동대문구 서울시립대로 163,대영채비,,1,서울시립대학교(100주년 기념관 지하1층)
435,서울특별시 동대문구 서울시립대로 163,대영채비,,2,서울시립대학교(100주년 기념관 지하1층)
436,서울특별시 동대문구 서울시립대로 163,대영채비,,3,서울시립대학교(100주년 기념관 지하1층)
437,서울특별시 동대문구 서울시립대로 163,대영채비,,2,서울시립대학교(100주년 기념관 지하1층)
438,서울특별시 동대문구 서울시립대로 163,대영채비,,2,서울시립대학교(100주년 기념관 지하1층)
439,서울특별시 동대문구 서울시립대로 163,대영채비,,2,서울시립대학교(100주년 기념관 지하1층)
440,서울특별시 동대문구 서울시립대로 163,대영채비,,1,서울시립대학교(100주년 기념관 지하1층)
441,서울특별시 동대문구 서울시립대로 163,대영채비,,2,서울시립대학교(100주년 기념관 지하1층)
442,서울특별시 동대문구 서울시립대로 163,대영채비,,3,서울시립대학교(100주년 기념관 지하1층)
443,서울특별시 동대문구 서울시립대로 163,대영채비,,2,서울시립대학교(100주년 기념관 지하1층)
444,서울특별시 동대문구 서울시립대로 163,대영채비,,2,서울시립대학교(100주년 기념관 지하1층)
445,서울특별시 영등포구 당산로 33길 7,대영채비,,3,한국전기안전공사 서울서부지사
